Locus	GCF_001999065	GCF_002214105	GCF_016775745	GCF_018735785	GCF_002214005	GCF_014843335	GCF_003999665	GCF_003390475	GCF_014304775	GCF_001483405	GCF_002213965	GCF_001483425	GCF_018968745	GCF_010442835	GCF_002043045	GCF_001027125	GCF_018336735	GCF_013122235	GCF_002848485	GCF_004771195	GCF_000307065	GCF_002105635	GCF_009730635	GCF_000513595	GCF_000306985	GCF_900231485	GCF_000568475	GCF_013177375	GCF_018336775	GCF_018336655	GCF_002213785	GCF_001047715	GCF_000306905	GCF_900637785	GCF_000307005	GCF_001596775	GCF_001454925	GCF_013177415	GCF_001027065	GCF_000307045	GCF_002213985	GCF_001551855	GCF_000026705	GCF_015583955	GCF_001548635	GCF_002848505	GCF_001454865	GCF_001005985	GCF_008807975	GCF_001188655	GCF_900637775	GCF_018966805	GCF_001998985	GCF_018336755	GCF_002213565	GCF_008807875	GCF_002213585	GCF_003043895	GCF_001952755	GCF_001027085	GCF_008807935	GCF_014983945	GCF_002213765	GCF_018336695	GCF_004101665	GCF_003031955	GCF_002843525	GCF_900275645	GCF_000438645	GCF_003144075	GCF_000258905	GCF_014304695	GCF_018336715	GCF_006364035	GCF_000168595	GCF_002285835	GCF_001889645	GCF_009648595	GCF_002213885	GCF_003812545	GCF_018604305	GCF_018604265	GCF_002831485	GCF_001454845	GCF_004763665	GCF_002213645	GCF_018336675	GCF_003433415	GCF_002116675	GCF_003409075	GCF_001454885	GCF_000195395	GCF_000438725	GCF_018336635	GCF_016802645	GCF_000577745	GCF_001999105	GCF_001999025	GCF_009664755	GCF_000746625	GCF_014843315	GCF_016728025	GCF_000513635	GCF_002214085	GCF_000582845	GCF_002214065	GCF_016775765	GCF_001998945	GCF_002213685	GCF_013389395	GCF_905219375	GCF_000950775	GCF_001548585	GCF_016767835	GCF_002213545	GCF_009648655	GCF_900187225	GCF_018604205	GCF_003032055	GCF_016757715	GCF_002105675	GCF_000438745	GCF_905219385	GCF_002213945	GCF_000307615	GCF_003900515	GCF_001513695	GCF_003030405	GCF_009866905	GCF_002213865	GCF_014987905	GCF_002213805	GCF_009648695	GCF_002214125	GCF_004771175	GCF_002213505	GCF_002557815	GCF_004142705	GCF_018966765	GCF_001188045	GCF_001999005	GCF_008807955	GCF_003031935	GCF_002101275	GCF_001913195	GCF_001999165	GCF_014843295	GCF_016775725	GCF_001999085	GCF_018604325	GCF_002220325	GCF_002105615	GCF_002105715	GCF_009648635	GCF_000513675	GCF_002105655	GCF_002213845	GCF_000613085	GCF_000513695	GCF_001889585	GCF_000022925	GCF_000513615	GCF_000195435	GCF_002214145	GCF_000438625	GCF_000209755	GCF_014304675	GCF_000568935	GCF_000808055	GCF_000168635	GCF_019332005	GCF_000318055	GCF_001999145	GCF_001027245	GCF_900231475	GCF_002848425	GCF_009664735	GCF_000093125	GCF_000307085	GCF_001027165	GCF_018336795	GCF_002213605	GCF_003722375	GCF_018735945	GCF_000438685	GCF_000438705	GCF_002213705	GCF_015689035	GCF_001644625	GCF_001998915	GCF_001027205	GCF_018310555	GCF_018106265	GCF_014983645	GCF_002285655	GCF_002848465	GCF_013177395	GCF_014334275	GCF_002105695	GCF_008807915	GCF_018736025	GCF_000681515	GCF_002214045	GCF_000021185	GCF_014843275	GCF_009866885	GCF_000197755	GCF_000513655	GCF_001952795	GCF_009664775	GCF_000168575	GCF_002213745	GCF_002208215	GCF_009730615	GCF_000438585	GCF_018604185	GCF_002557735	GCF_008807895	GCF_000438665	GCF_000168695	GCF_018604285	GCF_013137935	GCF_000218305	GCF_003032075	GCF_001999125	GCF_003030165	GCF_002025165	GCF_000438605	GCF_000800335	GCF_014983505	GCF_002213905	GCF_003031975	GCF_002969195	GCF_002213825	GCF_006364655	GCF_018604245	GCF_001908335	GCF_001483445	GCF_002213665	GCF_001188025	GCF_000008285	GCF_000196035	GCF_018604225	GCF_009648675	GCF_009648615	GCF_002213925	GCF_018672415	GCF_000600015	GCF_001999045	GCF_000210815	GCF_002213625	GCF_003812565	GCF_003031915	GCF_001952735	GCF_010443035	GCF_002213725	GCF_004768685	GCF_003031895	GCF_902385845	GCF_001952775	GCF_001005925	B33116
lmo0351	4	4	4	4	4	4	1	2	1	1	4	1	15	82	4	1	1	4	1	1	5	1	9	1	1	2	1	4	2	12	1	4	4	1	1	1	2	4	9	1	4	1	2	1	4	1	5	1	15	73	1	13	4	2	1	66	1	1	1	1	4	1	1	1	4	16	1	4	1	1	2	1	4	4	1	4	2	4	4	33	1	1	1	4	1	1	1	4	45	4	5	2	4	1	4	1	4	1	12	1	36	1	1	4	1	4	4	4	1	1	4	2	4	2	1	4	1	1	2	1	26	4	4	4	4	1	1	2	2	1	1	1	4	1	2	4	1	4	2	4	1	4	1	4	1	4	1	1	1	12	2	1	1	4	1	1	1	1	1	2	1	4	4	1	4	3	1	4	4	1	1	4	4	1	9	1	1	1	2	4	1	1	4	1	4	4	1	67	1	1	1	1	4	4	4	1	4	4	1	15	4	4	1	3	4	1	4	1	1	1	1	1	4	9	4	4	1	1	4	1	1	4	3	1	1	1	2	1	4	2	1	1	1	1	2	12	4	1	1	4	4	1	1	4	4	4	9	4	2	1	1	18	2	1	3	1	1	2	4	1	4	4
lmo0352	6	10	6	2	6	6	9	2	3	12	15	5	132	3	6	5	3	26	1	16	8	22	5	5	12	2	3	6	2	19	1	49	10	3	1	3	2	6	5	3	6	3	2	5	10	1	8	17	524	4	3	68	6	2	5	60	5	1	5	3	20	5	1	3	6	5	1	6	5	3	2	3	6	20	9	25	2	49	6	5	5	5	1	6	3	5	5	20	313	6	8	2	6	5	6	11	10	5	19	5	100	5	5	10	3	6	6	6	5	1	6	2	25	2	5	6	3	5	2	12	5	6	6	6	6	3	5	2	2	5	5	17	10	3	2	15	1	7	2	21	11	2	16	10	5	6	3	12	9	19	2	9	22	49	5	5	5	5	5	2	5	6	6	3	10	4	3	6	6	11	12	6	10	3	5	1	9	5	2	10	3	5	6	5	7	6	5	180	1	17	3	1	6	6	25	1	6	6	5	524	6	6	5	4	7	1	7	5	5	1	1	1	25	5	7	6	1	5	6	3	16	6	4	1	22	11	2	9	6	2	5	3	1	17	2	19	10	5	5	6	6	1	11	49	49	6	5	6	2	1	5	115	2	5	4	5	12	2	10	5	10	20
lmo0354	8	12	8	70	8	31	3	2	3	145	77	19	205	3	31	6	3	182	1	23	11	34	19	6	17	7	3	13	2	29	1	61	16	3	1	3	2	13	19	3	8	3	7	6	12	1	11	25	777	5	3	233	63	2	6	108	6	1	6	3	92	6	1	3	13	269	1	8	10	3	4	3	8	8	3	12	2	61	8	19	6	19	1	8	3	6	6	8	479	8	11	2	13	6	31	28	12	6	29	6	0	6	6	12	3	8	8	31	6	27	13	7	12	30	6	61	3	19	2	17	96	13	13	8	8	3	6	2	2	10	6	25	47	3	30	77	1	9	7	16	32	70	23	44	6	13	3	17	78	29	30	33	272	61	6	19	10	6	6	2	6	8	13	3	12	5	3	8	13	15	17	8	12	3	19	1	3	6	7	12	3	6	8	19	9	13	6	264	27	25	3	1	8	13	12	1	13	13	6	777	8	13	6	5	9	1	9	6	6	14	1	1	12	19	9	13	1	56	8	3	23	13	5	1	34	28	2	3	8	2	6	3	1	25	2	29	12	6	6	13	8	1	28	61	61	8	19	8	2	14	6	188	2	6	5	6	18	2	12	6	47	8
lmo0355	7	11	7	4	7	21	10	2	3	50	4	3	154	3	21	16	3	135	1	6	9	22	3	6	3	4	3	12	2	6	1	48	14	3	1	3	2	12	3	3	7	3	4	6	11	1	9	20	656	5	3	176	0	2	6	67	6	1	6	3	53	6	1	3	12	6	1	7	8	3	4	3	7	7	10	19	2	48	7	3	6	3	1	7	3	6	6	7	393	7	9	2	12	6	21	3	11	6	6	6	117	368	6	11	3	7	7	21	6	1	12	4	19	7	6	48	3	3	2	3	57	12	12	7	7	3	6	2	2	8	6	20	19	3	7	4	1	7	4	14	13	4	6	30	6	12	3	277	306	6	7	10	6	48	6	3	8	6	6	2	6	7	12	3	11	5	3	7	12	13	3	7	19	3	3	1	10	6	4	19	3	6	7	3	7	12	6	209	1	20	3	1	7	12	19	1	12	12	16	656	7	12	6	5	7	1	7	6	6	1	1	1	19	3	7	12	1	17	7	3	6	12	5	1	22	3	2	10	7	2	6	3	1	20	2	6	19	6	6	12	7	1	3	48	48	7	3	7	2	1	6	111	2	6	5	6	349	2	11	6	19	7
lmo0356	7	10	7	4	7	21	3	2	3	19	4	14	138	3	21	3	3	46	1	3	9	22	14	6	3	4	3	11	2	19	1	46	10	3	1	3	2	11	14	3	7	3	4	6	10	1	9	17	579	5	3	174	38	2	6	61	6	1	6	3	39	6	1	3	11	3	1	7	3	3	4	3	7	7	3	10	2	46	7	54	6	14	1	7	3	6	6	7	336	7	9	2	11	6	21	18	10	6	19	6	104	3	6	10	3	7	7	21	6	3	11	4	10	2	6	46	3	14	2	3	53	11	11	7	7	35	6	2	2	3	6	17	10	3	2	4	1	8	4	10	3	4	3	2	6	11	3	3	43	19	2	3	18	46	6	14	3	6	6	2	6	7	11	3	10	5	3	7	11	3	3	7	10	3	14	1	3	6	4	10	3	6	7	14	8	11	6	188	3	17	3	368	7	11	10	1	11	11	3	579	7	11	6	5	8	1	8	6	6	1	1	1	10	14	8	11	1	1	7	3	3	11	5	1	22	18	2	3	7	2	6	3	1	17	2	19	10	6	6	11	7	1	18	46	46	7	14	7	2	1	6	37	2	6	5	6	13	2	10	6	10	7
lmo0357	2	4	2	4	2	7	1	2	3	1	4	6	0	3	7	1	3	21	1	9	8	6	6	6	10	4	3	310	2	13	1	7	4	3	1	3	2	2	10	3	2	3	4	6	4	1	8	1	274	5	3	66	2	2	6	0	6	1	6	3	2	6	1	3	2	10	1	2	6	3	4	3	2	2	1	4	2	7	2	1	6	6	1	2	3	6	6	2	189	2	8	2	2	6	7	12	4	6	13	6	0	1	6	4	3	2	2	7	6	10	2	4	4	2	6	7	3	6	2	6	27	2	2	2	2	3	6	2	2	6	6	1	4	3	2	4	1	7	4	4	9	4	9	2	6	2	3	10	111	13	2	1	80	7	6	6	6	6	6	2	6	2	2	3	4	5	3	2	2	9	6	2	4	3	6	1	1	6	4	4	3	6	2	6	7	2	6	20	10	1	3	1	2	2	4	1	2	2	1	274	2	2	6	5	7	1	7	6	6	1	1	1	4	6	7	2	1	1	2	3	9	2	5	1	6	12	2	1	2	2	6	1	1	1	2	13	4	6	6	2	2	1	12	7	7	2	10	2	2	1	6	8	2	6	5	6	10	2	4	6	4	2
lmo0358	8	4	8	4	8	4	13	2	3	109	53	19	0	3	4	17	3	100	1	15	12	25	6	6	15	7	3	14	2	23	1	57	4	3	1	3	2	14	21	3	8	3	7	6	4	1	12	6	562	5	3	156	34	2	6	0	6	1	6	3	4	6	1	3	14	15	1	8	10	3	4	3	8	8	13	4	2	57	8	83	6	19	1	8	3	6	6	8	108	8	12	2	14	6	4	15	4	6	23	6	0	17	6	4	3	8	8	4	6	15	14	7	4	24	6	57	3	19	2	25	66	14	14	8	8	3	6	2	2	10	6	6	4	3	24	53	1	9	4	4	15	4	15	34	6	14	3	15	6	23	24	13	179	57	6	19	10	6	6	2	6	8	14	3	4	5	3	8	14	15	25	8	4	3	6	1	13	6	7	4	3	6	8	19	11	14	6	170	15	6	3	1	8	14	275	1	14	14	17	562	8	14	6	5	11	1	9	6	6	1	1	1	4	6	9	14	1	20	8	3	15	14	5	1	25	15	2	13	8	2	6	30	1	6	2	23	4	6	6	14	8	1	15	57	57	8	21	8	2	1	274	122	2	6	5	6	18	2	4	6	4	8
lmo0359	4	4	4	4	4	13	1	2	3	63	4	1	0	3	13	51	3	7	1	11	8	14	6	6	1	4	3	9	2	11	1	19	4	3	1	3	2	9	1	3	4	3	4	6	4	1	8	1	64	5	3	85	9	2	6	0	6	1	6	3	4	6	1	3	9	24	1	4	6	3	4	3	4	4	1	4	2	19	4	11	6	1	1	4	3	6	6	4	1	4	8	2	9	6	13	11	4	6	11	6	0	1	6	4	3	4	4	13	6	11	9	4	4	4	6	19	3	1	2	14	1	9	9	4	4	3	6	2	2	6	6	80	4	3	4	4	1	7	4	4	1	4	11	9	6	9	3	1	6	11	4	1	14	19	6	1	6	6	6	2	6	4	9	3	4	5	3	4	9	1	14	4	4	3	6	1	1	6	4	4	3	6	4	1	7	9	6	27	11	1	3	1	4	9	4	1	9	9	1	64	4	9	6	5	7	1	7	6	6	1	1	1	4	6	7	136	1	1	4	3	11	9	5	1	14	11	2	1	4	2	6	17	1	80	2	11	4	6	6	9	4	1	11	19	19	4	1	4	2	1	6	21	2	6	5	6	11	2	4	6	4	4
lmo0360	5	3	5	3	5	3	8	2	1	10	23	10	0	1	3	1	1	2	1	12	7	15	1	1	1	3	1	3	2	1	1	26	3	1	1	1	2	3	1	1	5	1	3	1	3	1	7	8	303	4	1	80	2	2	1	0	1	1	1	1	3	1	1	1	3	1	1	5	1	1	3	1	5	5	8	3	2	26	5	1	1	10	1	5	1	1	1	5	8	5	7	2	3	1	3	12	22	1	1	1	0	186	1	3	1	5	5	3	1	8	3	3	3	13	1	26	1	10	2	12	24	3	3	5	5	1	1	2	2	1	1	8	3	1	13	23	1	6	3	3	8	3	12	2	1	3	1	1	24	1	13	8	95	26	1	10	1	1	1	2	1	5	3	1	3	4	1	5	3	8	12	5	3	1	1	1	8	1	3	3	1	1	5	10	6	3	1	57	8	8	1	1	5	3	3	1	3	3	1	303	5	3	1	4	6	1	6	1	1	1	1	1	3	1	6	3	1	8	5	1	12	3	4	1	15	12	2	8	5	2	1	8	1	8	2	1	3	1	1	3	5	1	12	26	26	5	1	5	2	1	1	7	2	1	4	1	1	2	3	1	3	5
lmo0369	7	11	10	37	7	11	1	2	3	16	27	14	82	3	11	1	3	94	1	18	9	1	17	6	1	4	3	7	2	3	1	41	11	3	1	3	2	7	15	3	7	3	4	6	11	1	9	6	65	5	3	130	4	2	6	134	6	1	6	3	11	6	1	3	211	18	1	7	1	3	4	3	7	4	1	11	2	41	7	1	6	14	1	7	3	6	6	4	233	7	9	2	7	6	11	12	11	6	3	6	86	1	6	11	3	7	7	11	6	20	7	4	11	4	6	41	3	14	2	17	46	7	7	7	7	3	6	2	2	1	6	6	11	3	4	27	1	8	4	11	12	37	18	4	6	7	3	1	1	3	4	1	6	41	6	14	1	6	6	2	6	7	7	3	11	5	3	7	7	12	17	7	11	3	17	1	1	6	4	11	3	6	7	14	8	7	6	113	20	6	3	1	7	7	11	1	7	7	1	65	7	7	6	5	8	1	8	6	6	1	1	1	11	17	8	7	1	6	7	3	18	7	5	1	1	12	2	1	7	2	6	6	1	6	2	3	11	6	6	7	10	1	12	41	41	7	15	7	2	1	6	9	2	6	5	6	6	2	11	6	11	4
lmo0370	2	2	2	2	2	2	10	2	160	17	2	8	37	160	2	8	160	2	160	3	9	10	160	160	10	4	160	4	2	10	160	2	13	160	160	160	2	4	160	160	2	160	4	160	2	160	9	160	5	5	160	65	4	2	160	64	160	160	160	160	2	160	160	160	4	10	160	2	160	160	4	160	2	2	10	2	2	2	2	160	160	8	160	2	160	160	160	2	170	2	9	2	4	160	2	12	2	160	10	160	14	8	160	2	160	2	2	2	160	160	4	4	2	7	160	2	160	8	2	15	160	4	4	2	2	160	160	2	2	160	160	160	2	160	7	2	160	7	4	2	160	2	3	24	160	4	160	10	160	10	7	10	160	2	160	8	160	160	160	2	160	2	4	160	2	5	160	2	4	160	15	2	2	160	160	160	10	160	4	2	160	160	2	8	7	4	160	82	160	160	160	160	2	4	2	160	4	4	8	5	2	4	160	5	7	160	7	160	160	160	160	160	2	160	7	4	160	6	2	160	3	4	5	160	10	12	2	10	2	2	160	6	160	160	2	10	2	160	160	4	2	160	12	2	2	2	15	2	2	160	160	9	2	160	5	160	160	2	2	160	2	2
lmo0371	2	2	2	62	2	2	11	2	3	16	67	17	223	3	69	23	3	2	1	24	10	32	22	6	11	7	3	12	2	11	1	30	14	3	1	3	2	12	18	3	2	3	7	6	2	1	10	1	554	5	3	207	7	2	6	215	6	1	6	3	75	6	1	3	12	11	1	2	9	3	4	3	2	2	11	2	2	30	2	11	6	17	1	2	3	6	6	2	476	2	10	2	12	6	69	27	2	6	11	6	132	16	6	2	3	2	2	69	6	26	12	7	2	28	6	30	3	17	2	18	11	12	12	2	2	3	6	2	2	9	6	1	2	3	28	67	1	8	7	30	11	62	24	44	6	12	3	11	68	11	28	11	88	30	6	17	9	6	6	2	6	2	12	3	2	5	3	2	12	11	18	2	2	3	22	1	11	6	7	2	3	6	2	17	13	12	6	226	26	1	3	1	2	12	2	1	12	12	16	554	2	12	6	5	8	1	8	6	6	1	1	1	2	22	8	12	1	33	2	3	24	12	5	1	32	27	2	11	2	2	6	33	1	1	2	11	2	6	6	12	2	1	27	30	30	2	18	2	2	1	6	10	2	6	5	6	6	2	2	6	2	2
lmo0372	2	12	2	53	2	22	10	2	3	155	59	19	248	3	22	120	3	163	11	26	9	34	24	6	15	4	3	13	2	31	11	64	12	3	11	3	2	13	20	3	2	3	4	6	12	11	9	28	810	5	3	227	4	2	6	240	6	11	6	3	2	6	11	3	13	55	11	2	8	3	4	3	2	2	10	12	2	64	2	74	6	19	11	2	3	6	6	2	153	2	9	2	13	6	22	14	12	6	31	6	147	17	6	12	3	2	2	22	6	11	13	4	12	2	6	64	3	19	2	25	73	13	13	2	2	3	6	2	2	8	6	28	12	3	2	59	11	7	4	33	14	53	26	22	6	13	3	15	60	31	2	10	267	64	6	19	8	6	6	2	6	2	0	3	12	5	3	2	13	14	25	2	12	3	24	11	10	6	4	12	3	6	2	19	7	13	6	252	11	28	3	11	2	13	12	11	13	13	17	810	2	13	6	5	7	1	7	6	6	11	11	11	12	24	7	13	11	39	2	3	26	13	5	11	34	14	2	10	2	2	6	39	11	28	2	31	12	6	6	13	2	1	14	64	64	2	20	2	2	11	6	9	2	6	5	6	18	2	12	6	12	2
lmo0374	2	2	2	2	2	2	8	2	3	5	2	9	22	3	2	12	3	2	1	9	7	5	13	5	5	2	3	2	2	8	1	2	10	3	1	3	2	2	8	3	2	3	2	5	2	1	7	12	35	4	3	4	2	2	5	4	5	1	5	3	2	5	1	3	133	28	1	2	6	3	2	3	2	2	8	2	2	2	2	15	5	9	1	2	3	5	5	2	9	2	7	2	2	5	2	9	2	5	8	5	58	12	5	2	3	2	2	2	5	1	2	2	2	2	5	2	3	9	2	17	37	2	2	2	2	3	5	2	2	6	5	12	2	3	2	2	1	2	2	2	9	2	9	2	5	2	3	5	3	8	2	8	9	2	5	9	6	5	5	2	5	2	2	3	2	4	3	2	2	9	17	2	2	3	13	1	8	5	2	2	3	5	2	9	2	2	5	86	1	12	3	1	2	2	2	1	2	2	12	35	2	2	5	4	2	1	2	5	5	1	1	1	2	13	2	2	1	12	2	3	9	2	4	1	5	9	2	8	2	2	5	5	1	12	2	8	2	5	5	2	2	1	9	2	2	2	8	2	2	1	5	7	2	5	4	5	5	2	2	5	2	2
lmo0375	2	57	2	57	2	2	1	2	1	1	57	5	23	1	2	1	1	2	1	5	3	1	1	1	6	3	1	3	2	1	1	2	57	1	1	1	2	3	1	1	2	1	3	1	57	1	3	1	3	3	1	3	3	2	1	3	1	1	1	1	2	1	1	1	3	1	1	2	1	1	3	1	2	2	1	57	2	2	2	1	1	5	1	2	1	1	1	2	1	2	3	2	3	1	2	5	57	1	1	1	17	1	1	57	1	2	2	2	1	1	3	3	57	3	1	2	1	5	2	1	1	3	3	2	2	1	1	2	2	1	1	1	57	1	3	57	1	2	3	2	5	57	5	2	1	3	1	6	1	1	3	1	1	2	1	5	1	1	1	2	1	2	3	1	57	3	1	2	3	5	1	2	57	1	1	1	1	1	3	57	1	1	2	5	2	3	1	26	1	1	1	1	2	3	57	1	3	3	1	3	2	3	1	3	2	1	2	1	1	1	1	1	57	1	2	3	1	1	2	1	5	3	3	1	1	5	2	1	2	2	1	8	1	1	2	1	57	1	1	3	2	1	5	2	2	2	1	2	2	1	1	3	2	1	3	1	8	2	57	1	57	2
lmo0376	2	11	2	58	2	29	10	0	3	148	66	19	136	3	29	17	3	2	362	22	9	6	362	362	362	4	3	705	2	26	362	2	11	3	362	3	2	12	20	3	2	3	4	362	11	362	9	362	647	5	3	215	4	2	362	91	362	362	362	3	77	362	362	3	12	61	362	2	8	3	4	3	2	2	10	11	2	2	2	362	362	19	362	13	3	362	362	2	389	2	9	2	12	362	29	14	11	362	26	362	142	362	362	11	3	2	2	29	362	1	12	4	11	27	362	2	3	19	2	32	81	12	12	2	13	3	362	2	2	8	362	362	11	3	27	66	362	7	4	11	14	58	22	38	362	12	3	362	67	26	27	10	160	2	362	19	8	362	362	0	362	2	12	3	11	5	3	2	12	14	32	2	11	3	362	362	10	362	4	11	3	362	2	19	7	12	362	233	1	362	3	362	2	12	11	362	12	12	362	647	2	12	362	5	7	362	7	362	362	362	362	362	11	362	7	12	362	45	2	3	22	12	5	362	6	14	2	10	2	2	362	18	362	362	0	26	11	362	362	12	2	362	14	2	2	2	20	2	2	362	362	9	2	362	5	362	18	0	11	362	11	2
lmo0377	2	9	2	23	2	10	8	2	3	113	50	14	103	3	10	6	3	23	1	19	7	6	6	6	1	4	3	10	2	1	1	2	9	3	1	3	2	10	52	3	2	3	4	18	0	1	7	21	483	5	3	168	4	2	6	70	6	1	6	3	22	18	1	3	10	48	1	2	6	3	4	3	2	23	8	9	2	2	2	63	18	14	1	2	3	6	18	23	291	2	7	2	10	18	10	11	9	6	1	6	108	6	6	9	3	2	2	10	6	1	10	4	9	22	6	2	3	14	2	1	62	10	10	2	2	3	18	2	2	6	18	21	9	3	22	50	1	2	4	24	11	23	19	34	6	10	3	1	51	1	22	8	192	2	6	14	6	18	6	2	6	2	0	3	9	5	3	2	10	11	1	2	9	3	6	1	8	6	4	9	3	6	2	14	2	10	6	183	1	21	3	1	2	10	9	1	10	10	6	483	2	10	6	5	2	1	2	6	6	1	1	1	9	6	2	10	1	21	2	3	19	10	5	1	6	11	2	8	2	2	6	30	1	21	2	1	9	18	6	10	2	1	11	2	2	2	15	2	2	1	6	7	2	6	5	6	13	2	9	6	9	23
lmo0382	7	11	7	49	7	26	13	2	3	18	14	18	159	3	26	17	3	7	10	21	9	28	20	6	15	4	3	7	2	12	10	53	14	3	10	3	2	7	41	3	7	3	4	6	11	10	9	22	663	5	3	195	4	2	6	75	6	10	6	3	54	6	10	3	7	21	10	7	6	3	4	3	7	101	0	11	2	53	7	17	6	18	10	7	3	6	6	101	388	7	9	2	7	6	26	12	11	6	12	6	123	17	6	11	3	7	7	26	6	1	7	4	11	24	6	53	3	18	2	28	64	7	7	7	7	3	6	2	2	6	6	22	11	3	24	14	10	8	0	25	12	49	21	37	6	7	3	15	52	12	24	13	227	53	6	18	6	6	6	2	6	7	7	3	11	5	3	7	7	12	28	7	11	3	20	10	30	6	4	11	3	6	7	18	8	7	6	215	1	22	3	10	0	7	11	10	7	7	17	663	7	7	6	5	8	1	8	6	6	10	10	10	11	20	8	7	10	15	7	3	21	7	5	10	28	12	2	13	7	2	6	333	10	22	2	12	11	6	6	7	7	1	12	53	53	7	1	7	2	10	6	9	2	6	5	6	13	2	11	6	11	101
lmo0383	7	13	7	67	7	37	17	2	3	164	18	22	196	3	37	71	3	67	12	28	10	40	38	6	19	4	3	15	355	16	12	77	18	3	12	3	2	15	55	3	7	3	4	6	13	12	10	30	891	5	3	239	15	355	6	102	6	12	6	3	86	6	12	3	26	70	12	32	9	3	4	3	7	72	11	13	2	77	7	91	6	22	12	7	3	6	6	72	542	7	10	2	15	6	37	16	13	6	16	6	155	21	6	13	3	7	7	37	6	1	26	4	13	33	6	77	3	22	2	40	90	15	26	7	7	3	6	2	2	9	6	30	48	3	33	18	12	14	4	36	16	67	28	47	6	26	3	19	40	16	33	17	178	77	6	22	9	6	6	2	6	7	0	3	13	5	963	7	26	16	40	7	13	3	38	12	17	6	4	13	3	6	32	22	8	15	6	259	1	30	3	12	7	26	13	12	15	26	21	891	7	26	6	5	8	1	8	6	6	12	12	12	13	38	14	26	12	53	7	3	28	26	5	12	40	16	2	17	7	2	6	46	12	30	2	16	13	6	6	26	7	1	16	77	77	7	23	7	2	12	6	10	2	6	5	6	17	2	13	6	48	72
lmo0386	8	15	8	82	8	41	13	2	3	196	88	23	325	3	41	21	3	214	14	38	12	42	29	6	19	7	3	16	2	35	14	95	18	3	14	3	2	16	48	3	8	3	7	6	15	14	12	33	1044	5	3	298	74	2	6	119	6	14	6	3	105	6	14	3	28	84	14	8	10	3	4	3	8	8	13	15	561	95	8	131	6	23	14	8	3	6	6	8	630	8	12	2	16	6	41	17	15	6	35	6	185	21	6	15	3	8	8	41	6	23	28	375	0	36	6	95	3	23	2	42	109	16	28	8	8	3	6	2	2	506	6	33	15	3	36	88	14	11	7	40	17	82	38	507	6	28	3	19	0	35	36	13	342	95	6	23	506	6	6	2	6	8	16	3	15	5	3	8	28	17	42	8	15	3	29	14	13	6	7	15	3	6	8	23	11	16	6	328	23	33	3	14	8	28	15	14	16	28	53	1044	8	28	6	5	11	1	9	6	6	14	14	14	15	29	11	28	14	66	8	3	38	28	5	14	0	17	2	13	8	27	6	51	14	33	2	35	15	6	6	28	8	1	17	95	95	8	24	8	2	14	6	12	2	6	5	6	22	2	15	6	15	8
lmo0387	2	9	2	4	2	2	7	2	3	7	2	1	45	3	2	3	3	2	1	10	8	11	3	6	11	4	3	2	2	10	1	2	2	3	1	3	2	2	14	3	2	3	4	6	9	1	8	16	297	5	3	92	2	2	6	43	6	1	6	3	2	6	1	3	2	29	1	2	7	3	4	3	2	2	7	9	2	2	2	36	6	1	1	2	3	6	6	2	16	2	8	2	2	6	2	10	9	6	10	6	63	13	6	9	3	2	2	2	6	1	2	4	9	2	6	2	3	1	2	11	3	2	2	2	2	3	6	2	2	7	6	16	9	3	2	2	1	2	4	2	10	4	10	2	6	2	3	11	7	10	2	7	3	2	6	1	7	6	6	2	6	2	2	3	9	5	3	2	2	10	11	2	9	3	3	1	7	6	4	9	3	6	2	1	2	2	6	104	1	16	3	1	2	2	9	1	2	2	3	297	2	2	6	5	2	1	2	6	6	1	1	1	9	3	2	2	1	16	2	3	10	2	5	1	11	10	2	7	2	2	6	20	1	16	2	10	9	6	6	2	2	1	10	2	2	2	14	2	2	1	6	8	2	6	5	6	14	2	9	6	9	2
lmo0388	2	2	2	2	2	2	1	2	1	1	2	1	47	1	2	1	1	2	1	1	4	1	1	1	5	2	1	2	2	1	1	2	2	1	1	1	2	2	1	1	2	1	2	1	2	1	4	1	3	3	1	4	14	2	1	27	1	1	1	1	2	1	1	1	2	1	1	2	1	1	2	1	2	2	1	2	2	2	2	1	1	1	1	2	1	1	1	2	1	2	4	2	2	1	2	1	2	1	1	1	6	1	1	2	1	2	2	2	1	1	2	2	2	2	1	2	1	1	2	1	1	2	2	2	2	1	1	2	2	1	1	1	2	1	2	2	1	2	2	2	1	2	1	2	1	2	1	5	1	1	2	1	1	2	1	1	1	1	1	2	1	2	2	1	2	3	1	2	2	1	1	2	2	1	1	1	1	1	2	2	1	1	2	1	2	2	1	19	1	1	1	1	2	2	2	1	2	2	1	3	2	2	1	3	2	1	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	2	3	1	1	1	2	1	2	2	1	1	1	1	2	1	2	1	1	2	2	1	1	2	2	2	1	2	2	1	1	4	2	1	3	1	1	2	2	1	2	2
