Locus	GCF_020616775	GCF_018517125	B537	GCF_013344625	GCF_011193375	GCF_000550745	GCF_906464895	GCF_017280035	GCF_000007785	GCF_017639585	GCF_006494835	GCF_004332015	GCF_001689055	GCF_006766145	GCF_003345275	GCF_906464915	GCF_003030425	GCF_001989555	GCF_003966385	GCF_006494875	GCF_002163735	GCF_005158025	GCF_010103655	GCF_009498175	GCF_009662495	GCF_013344645	GCF_019222705	GCF_001598635	GCF_004332035	GCF_002355755	GCF_003812665	GCF_005979285	GCF_000317915	GCF_002208945	GCF_020616875	GCF_015377745	GCF_000172575	GCF_906464925	GCF_019774535	GCF_906464875	GCF_016743895	GCF_902379005	GCF_901553725	GCF_006364815	GCF_002289045	GCF_000281195	GCF_000391485	GCF_000742975	GCF_019856595	GCF_013344605	GCF_012594215	GCF_014844235	GCF_020616935	GCF_017280235	GCF_006349345	GCF_005484525	GCF_016812095	GCF_003966405	GCF_002814115	GCF_900636775	GCF_906464865	GCF_906464835	GCF_005979305	GCF_013344665	GCF_006494855	GCF_014489455	GCF_018986755	GCF_019195415	GCF_017357805
OG1RFRS00590	15	23	1	23	11	1	0	6	5	19	5	1	1	17	15	1	1	15	11	5	1	1	6	1	16	23	2	13	64	1	15	22	13	1	15	13	1	2	34	6	34	13	1	1	83	1	5	23	11	1	6	33	55	6	6	21	6	11	27	1	22	15	59	1	5	7	15	8	0
OG1RFRS00595	14	23	2	23	33	8	8	7	6	39	6	8	8	17	29	8	8	29	1	6	2	0	7	8	15	23	0	12	17	15	29	22	12	8	14	24	1	24	31	7	31	12	8	2	8	8	6	23	33	2	7	65	27	7	7	40	7	1	28	8	22	14	49	2	6	2	29	8	60
OG1RFRS00600	20	32	11	32	47	14	10	8	39	88	39	12	12	23	17	14	14	17	16	39	2	108	8	12	21	32	0	18	79	95	17	29	18	50	20	18	1	8	46	8	46	18	14	11	107	12	39	32	47	11	8	90	69	8	8	60	8	16	36	14	29	20	73	2	39	9	17	10	87
OG1RFRS00605	10	18	11	18	0	15	10	8	7	90	164	31	12	165	39	15	14	39	16	7	2	12	8	31	20	18	0	18	38	98	39	107	18	15	10	28	1	1	48	204	48	18	15	11	12	12	7	35	46	11	8	92	0	8	8	60	8	16	32	15	26	10	11	2	7	9	39	10	86
OG1RFRS00610	19	36	10	30	49	47	9	7	37	101	37	33	21	23	39	13	13	39	115	37	2	21	180	69	20	30	0	17	116	108	39	29	17	13	19	0	1	66	45	7	45	17	13	10	21	21	6	30	49	10	7	220	9	7	7	28	7	115	34	13	29	19	83	2	37	8	39	9	98
OG1RFRS00615	5	5	11	5	37	14	10	8	7	69	7	25	12	20	27	14	14	27	1	7	2	12	8	30	18	5	0	16	19	76	27	38	16	14	5	5	1	5	5	8	5	16	14	11	12	34	7	5	37	11	8	145	11	8	8	39	8	1	26	14	4	5	60	2	7	9	27	10	27
OG1RFRS00620	5	10	5	10	2	7	7	5	1	1	1	1	2	5	13	7	7	13	1	1	2	2	5	5	2	10	1	5	22	5	13	2	5	7	5	5	1	5	2	5	2	5	7	5	2	2	1	10	2	5	5	5	8	5	5	3	5	1	1	7	2	5	2	2	1	6	13	7	2
OG1RFRS00625	18	23	38	23	39	10	10	8	7	82	7	29	12	19	10	10	10	10	0	7	56	12	8	34	2	23	0	16	68	87	10	4	16	10	18	26	1	53	40	8	40	16	10	38	12	12	7	23	39	11	8	130	63	8	8	55	8	14	30	10	4	18	10	2	7	22	10	10	77
OG1RFRS00630	18	16	11	160	27	14	10	8	7	27	7	27	12	21	32	14	14	32	5	7	2	12	8	18	19	160	6	16	61	75	32	37	16	14	18	27	1	46	34	8	34	16	14	11	12	12	7	16	27	11	8	14	11	8	8	22	8	5	28	14	37	18	32	2	7	9	32	10	68
OG1RFRS00635	19	29	11	29	45	14	10	8	7	91	7	34	12	22	37	14	14	37	105	7	2	106	8	41	20	29	6	1	74	98	37	46	1	14	19	0	1	61	47	8	47	1	14	11	12	12	7	29	45	11	8	92	50	8	176	18	8	105	35	11	46	19	77	64	7	9	37	10	88
OG1RFRS00645	14	25	43	25	8	41	10	8	7	53	7	31	12	20	10	1	1	10	14	7	2	12	8	38	18	25	10	16	73	86	10	26	45	1	14	0	1	8	39	8	39	45	1	43	12	12	7	25	8	11	8	81	67	8	8	0	8	14	32	1	26	14	35	2	7	9	10	10	77
OG1RFRS00670	6	14	10	14	171	1	1	8	7	76	7	24	11	16	29	1	1	29	6	7	2	11	8	47	14	14	8	12	67	61	29	20	12	1	6	22	1	0	33	8	33	12	1	10	11	11	7	14	32	10	8	21	6	8	8	48	8	6	25	1	20	6	60	2	7	9	29	1	30
OG1RFRS00675	6	14	11	14	33	8	10	8	7	74	7	24	12	16	28	8	8	28	6	7	51	12	8	17	8	14	68	14	63	61	28	20	14	8	6	0	1	46	14	8	14	14	8	11	12	12	7	14	33	11	8	22	56	8	8	49	8	6	25	8	20	6	60	2	7	9	28	10	3
OG1RFRS00680	10	10	1	10	28	1	8	1	6	30	6	10	9	1	9	1	1	9	10	6	2	9	1	41	13	10	64	10	56	53	71	18	10	1	10	10	1	39	11	1	11	10	1	1	9	9	6	10	28	1	1	19	49	1	1	42	1	10	21	1	77	10	34	2	6	7	9	8	1
OG1RFRS00685	14	12	1	12	184	1	1	1	2	78	2	29	55	17	35	28	1	35	14	2	2	0	1	38	15	12	29	12	70	67	50	24	12	46	14	0	1	57	40	1	40	12	28	1	8	8	2	12	8	1	1	191	1	1	1	18	1	14	30	1	24	14	66	2	2	7	50	1	33
OG1RFRS00690	10	23	1	23	39	1	1	1	2	55	2	27	8	17	32	1	72	32	10	2	2	8	1	36	14	23	0	12	55	75	32	22	12	1	10	23	1	51	38	1	38	12	1	1	8	8	2	23	39	1	1	3	1	1	1	52	1	10	28	1	22	10	1	2	2	7	32	1	30
OG1RFRS00695	49	18	1	18	50	1	10	8	2	75	2	57	12	23	40	1	14	40	51	2	2	12	8	44	21	18	0	18	89	107	40	29	18	1	49	33	1	2	46	8	46	18	1	1	12	12	2	18	0	11	8	48	8	8	8	69	8	51	36	1	0	49	83	237	2	9	40	10	39
OG1RFRS00700	16	14	9	14	150	1	8	5	31	0	31	49	10	19	32	1	1	32	12	31	2	0	5	35	17	14	0	30	84	75	32	9	14	1	16	14	1	57	38	5	38	14	1	9	10	10	2	14	150	9	5	41	8	5	5	41	5	12	29	1	9	16	74	2	31	7	32	8	2
OG1RFRS00705	18	28	10	28	49	47	8	8	7	97	7	53	30	189	38	1	13	38	14	7	7	30	8	65	19	28	0	16	83	103	38	10	16	1	18	28	1	64	43	8	43	16	1	10	30	44	7	28	49	10	8	244	8	8	8	66	8	14	34	1	10	18	75	7	7	9	38	8	102
OG1RFRS00710	6	2	4	2	6	1	4	2	1	25	1	2	2	7	11	8	1	11	1	1	1	2	2	2	2	2	2	2	2	6	11	4	2	8	6	2	1	2	2	2	2	2	8	4	2	2	1	2	6	4	2	57	2	2	2	2	2	1	2	1	4	6	2	1	1	2	11	4	2
OG1RFRS00715	14	21	6	21	30	1	9	7	2	26	2	35	16	18	7	1	1	7	12	2	2	10	7	13	15	21	114	2	26	60	7	6	2	1	14	2	1	41	31	7	31	2	1	6	10	16	2	21	30	6	7	117	7	7	7	19	7	12	16	1	6	14	16	2	2	8	7	9	2
OG1RFRS00720	2	18	6	18	31	1	2	5	2	61	2	34	8	15	26	1	1	26	10	2	2	8	5	23	13	18	6	6	50	53	26	6	6	1	2	6	1	6	29	5	29	6	1	6	8	8	2	18	31	6	5	13	5	5	5	3	5	10	23	1	6	2	72	2	2	7	26	127	6
OG1RFRS00725	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00730	1	1	1	1	1	1	1	1	10	14	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	2	1	1	1	1	1	1
OG1RFRS00735	4	17	7	17	29	9	6	4	2	60	2	4	4	13	22	9	9	22	11	2	2	4	128	9	14	17	30	4	7	4	22	7	4	9	4	4	1	9	34	4	34	4	9	7	4	4	2	17	29	7	4	154	4	4	4	3	4	11	20	9	7	4	4	2	2	3	0	6	4
OG1RFRS00740	1	14	1	14	17	1	1	4	2	1	2	1	1	1	1	1	1	1	1	2	2	1	4	20	8	14	5	6	1	37	1	1	6	1	1	1	1	19	1	4	1	6	1	1	1	1	2	14	17	1	4	2	1	4	4	29	4	1	13	1	1	1	1	2	2	1	1	1	1
OG1RFRS00750	17	25	10	25	39	12	9	48	2	0	2	47	11	20	15	12	12	15	13	2	60	11	7	7	18	25	0	15	76	5	15	24	15	42	17	128	1	57	15	7	15	15	12	10	11	11	2	25	39	10	7	31	31	48	7	181	48	13	31	12	24	17	72	2	2	8	15	9	79
OG1RFRS00755	1	1	1	1	1	1	1	1	1	1	1	6	1	1	2	1	3	2	1	1	1	1	1	1	7	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	18	1	1
OG1RFRS00760	1	1	1	1	1	1	1	1	1	8	1	12	1	1	1	1	1	1	6	1	1	25	1	1	7	1	1	1	17	1	1	26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	3	1	1	1
OG1RFRS00765	2	2	1	2	1	2	2	1	12	2	12	2	1	6	1	2	2	1	2	12	2	1	1	2	1	2	2	3	2	4	1	2	3	2	2	1	1	1	1	1	1	3	2	1	1	5	2	2	1	1	1	2	2	1	1	7	1	2	2	2	2	2	2	2	12	2	1	2	1
OG1RFRS00770	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	5	1	1	1	3	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00775	1	1	1	1	1	1	6	5	2	3	2	1	13	7	14	1	1	14	30	2	2	1	5	1	1	1	1	5	1	5	7	1	5	1	1	1	1	1	1	5	1	5	1	1	1	1	2	1	1	1	5	1	1	5	5	1	5	30	1	1	1	1	1	2	2	1	7	0	20
OG1RFRS00780	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00785	2	1	1	1	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
OG1RFRS00790	6	1	4	1	6	6	4	4	2	1	2	1	6	9	3	6	6	3	3	2	2	6	4	6	1	1	6	3	3	8	3	6	3	6	6	6	1	1	3	4	3	3	6	4	6	6	2	1	6	4	4	1	3	4	4	8	4	3	3	6	6	6	6	2	2	1	3	4	13
OG1RFRS00795	1	1	1	4	1	1	3	1	1	12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	8	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1
OG1RFRS00805	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	5	2	2	3	2	2	2	2	2	2	2	2	5	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	5	2	2	2	2	2	1
OG1RFRS00810	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00815	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
OG1RFRS00820	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00825	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00830	2	1	2	1	2	1	2	3	2	2	2	2	2	2	1	1	1	1	2	2	2	2	3	2	2	1	2	2	2	2	1	10	2	1	2	0	1	2	2	3	2	2	1	2	2	2	2	1	2	2	3	1	1	3	3	2	3	2	4	1	2	2	2	2	2	2	1	2	2
OG1RFRS00835	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	1	33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1
OG1RFRS00840	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	6	2	1	1	1	1	2	1	8	1	1	2	1	1	1	1	1	1	2	1	2	1	1	6	1	1	1	1	1	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1
OG1RFRS00845	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	6	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1
OG1RFRS00850	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2
OG1RFRS00855	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	6	1	1	1	1	1	2	2	1	1	1	1	2	2	3	1	1	1
OG1RFRS00860	10	7	5	7	8	1	7	5	2	2	2	5	8	13	27	1	1	27	8	2	2	8	5	29	11	7	39	7	51	3	27	19	7	1	10	7	1	39	30	5	30	7	1	5	8	8	2	7	8	5	5	32	1	5	5	3	5	8	22	1	19	10	47	2	2	6	27	7	1
OG1RFRS00865	1	1	1	1	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	2	2	27	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	1	1	1
OG1RFRS00870	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00875	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00880	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00885	1	1	1	1	1	1	1	1	1	1	1	1	1	1	9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00890	5	1	5	1	5	5	1	1	21	30	21	5	1	1	1	5	5	1	1	21	2	1	1	63	6	1	5	1	1	22	1	1	1	5	5	1	1	5	5	1	5	1	5	5	1	1	2	1	5	5	1	1	5	1	1	1	1	1	1	5	1	5	1	2	21	3	1	1	1
OG1RFRS00895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00905	48	112	10	29	52	10	9	7	2	118	2	45	11	22	41	10	13	41	16	2	2	11	7	45	20	29	0	18	99	126	41	28	50	10	48	0	1	75	54	7	54	50	10	10	11	11	2	29	52	10	7	51	10	7	7	79	7	16	34	10	28	48	11	2	2	8	41	9	0
OG1RFRS00910	2	26	10	26	46	10	9	7	34	96	34	63	59	19	37	10	10	37	13	34	2	11	7	65	44	26	0	15	10	81	37	10	15	10	2	49	1	2	19	7	19	15	10	10	11	11	2	26	46	10	7	45	10	7	7	66	7	13	30	10	0	2	80	68	34	8	37	9	10
OG1RFRS00920	7	26	11	26	36	21	10	8	7	81	7	41	11	14	32	21	13	32	15	7	7	11	8	1	19	26	0	17	69	87	32	25	17	21	7	14	1	7	34	8	34	17	21	11	11	11	7	26	36	11	8	82	21	8	8	50	8	15	29	21	25	7	65	7	7	9	32	148	11
OG1RFRS00925	2	25	10	25	38	11	9	7	2	73	2	41	7	15	0	11	11	31	13	2	2	7	7	33	17	25	0	15	10	75	31	24	15	11	2	15	1	2	35	7	35	15	11	10	7	7	2	25	38	10	7	37	11	7	7	0	7	13	7	11	24	2	24	2	2	8	31	47	7
OG1RFRS00930	0	27	9	27	39	12	1	7	2	75	2	42	10	19	33	12	12	33	13	2	2	10	7	1	17	27	0	9	9	64	33	26	9	12	2	9	1	2	37	7	37	9	12	9	10	10	2	27	39	9	7	38	12	7	7	20	7	13	30	54	26	2	63	2	2	8	33	1	30
OG1RFRS00935	1	1	1	1	1	4	1	1	1	1	1	3	1	1	1	4	4	1	1	1	1	1	1	1	1	1	1	6	1	4	1	1	6	4	1	1	1	12	1	1	1	6	4	1	1	1	1	1	1	1	1	44	4	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1
OG1RFRS00940	2	25	42	25	44	12	1	7	2	99	2	51	10	19	35	12	12	35	14	2	2	10	7	7	17	25	34	5	24	106	35	24	5	12	2	5	1	63	40	7	40	5	12	42	10	10	2	25	44	9	7	101	12	7	7	65	7	14	30	12	24	2	79	2	2	8	35	1	41
OG1RFRS00945	40	24	38	24	10	11	1	7	2	78	2	19	5	20	2	11	11	2	13	2	2	5	7	7	18	24	0	15	71	84	2	23	15	11	40	27	1	2	36	7	36	15	11	38	89	5	2	24	10	9	7	80	11	7	7	54	7	13	29	58	23	40	66	2	2	8	2	1	37
OG1RFRS00950	14	21	9	21	38	11	1	7	2	76	2	44	51	17	31	11	11	31	10	2	55	10	7	7	15	21	0	5	9	66	31	10	5	11	14	24	1	53	14	7	14	5	11	9	10	10	2	21	38	9	7	44	63	7	7	23	7	10	27	11	10	14	10	2	2	8	31	1	9
OG1RFRS00955	15	21	8	21	37	11	1	6	2	0	2	17	9	8	17	11	11	17	9	2	48	9	6	33	16	21	6	22	8	68	17	9	35	11	15	25	1	2	1	6	1	35	11	8	9	9	2	21	37	8	6	36	55	6	6	3	6	9	27	11	9	15	9	2	2	7	17	1	8
OG1RFRS00960	18	93	9	26	45	12	8	6	2	94	2	26	58	21	16	12	12	16	14	2	62	10	6	175	19	26	12	16	79	96	16	46	16	12	18	29	1	2	42	6	42	16	12	9	10	10	2	26	0	9	6	44	0	6	6	61	6	14	32	12	46	18	76	2	2	7	16	8	83
OG1RFRS00965	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG1RFRS00970	16	24	8	24	19	11	7	6	2	59	2	6	50	19	2	11	11	2	13	2	2	9	6	35	17	24	16	2	66	15	2	19	2	11	16	28	1	52	2	6	2	2	11	8	9	9	2	24	19	8	6	37	0	6	6	21	6	13	19	11	19	16	9	2	2	10	2	7	0
OG1RFRS00975	12	16	4	16	15	7	6	140	2	71	2	2	4	15	2	7	7	2	4	2	2	4	2	46	13	16	0	20	64	11	2	15	20	7	12	23	1	2	2	2	2	20	7	4	4	4	2	16	15	4	2	31	56	2	2	47	2	4	15	7	15	12	4	2	2	5	2	8	2
OG1RFRS00980	4	2	4	2	4	2	2	10	2	24	2	10	4	4	2	2	2	2	4	2	2	4	2	4	8	2	4	2	16	34	2	4	2	2	4	1	1	1	2	2	2	2	2	4	4	4	2	2	4	4	2	3	1	10	2	3	10	4	4	2	4	4	4	2	2	5	2	1	2
OG1RFRS00985	15	26	9	26	25	42	8	6	2	100	2	52	18	20	36	101	8	36	12	2	2	120	6	67	17	26	0	13	86	109	36	44	13	8	15	29	1	64	48	6	48	13	8	9	18	18	2	26	25	9	6	247	79	6	6	84	6	12	25	30	44	15	18	2	2	7	36	271	90
OG1RFRS00990	18	29	50	29	52	12	8	6	2	0	2	77	10	23	55	8	12	41	14	2	2	10	6	46	20	29	224	16	100	127	41	28	16	8	18	0	1	75	55	6	55	16	8	50	10	21	2	29	0	9	6	117	90	6	6	79	6	14	36	12	28	18	10	2	2	7	0	19	103
OG1RFRS00995	1	22	5	22	6	1	1	8	7	8	7	11	10	11	30	1	1	30	13	7	7	10	8	5	15	22	5	6	1	72	30	6	6	1	1	25	1	47	35	8	35	6	1	5	10	10	7	22	6	5	8	69	11	8	8	49	8	13	6	1	6	1	37	7	7	9	30	1	6
OG1RFRS01005	50	128	9	29	51	8	8	6	2	133	2	64	20	129	42	8	8	42	13	2	88	20	317	45	19	29	0	15	110	2	42	28	15	8	50	0	1	77	53	6	53	15	8	9	20	20	2	37	51	9	6	136	100	6	6	83	6	13	35	8	28	50	105	87	2	7	42	18	0
OG1RFRS01010	50	111	11	30	11	10	10	8	7	114	7	61	12	23	41	10	14	41	15	7	7	12	8	71	21	30	0	17	100	125	41	11	17	10	50	33	1	70	55	8	55	17	10	11	12	12	7	30	11	11	8	117	116	8	8	221	8	15	36	10	0	50	92	7	7	9	41	20	0
OG1RFRS01015	13	4	4	4	4	4	4	4	2	23	2	5	4	7	4	4	4	4	4	2	2	4	4	4	6	4	4	4	19	2	4	4	4	4	13	4	1	4	4	4	4	4	4	4	4	4	2	4	4	4	4	24	4	4	4	3	4	4	5	4	4	13	4	2	2	3	4	4	2
OG1RFRS01020	1	1	1	1	3	1	1	1	1	3	1	3	1	1	1	1	1	1	3	1	1	1	1	3	2	1	1	3	1	1	1	3	3	9	1	2	1	10	1	1	1	3	1	1	1	1	1	1	3	1	1	3	13	1	1	1	1	3	3	1	3	1	1	1	1	0	1	1	17
OG1RFRS01025	1	3	1	3	1	1	1	3	1	1	1	1	1	1	8	1	1	8	1	1	1	1	3	1	1	3	1	1	13	1	8	1	1	1	1	1	1	3	1	3	1	1	1	1	1	1	1	3	0	1	3	1	1	3	3	1	3	1	9	1	1	1	6	1	1	4	8	1	1
OG1RFRS01030	2	2	1	2	3	2	2	5	2	2	2	2	2	7	5	2	2	5	2	2	2	2	5	2	3	2	25	2	2	2	5	2	2	2	2	3	1	14	2	5	2	2	2	1	2	2	2	2	3	1	5	2	3	5	5	2	5	2	3	2	2	2	2	2	2	6	5	2	5
OG1RFRS01035	20	32	10	32	57	55	9	7	2	113	2	14	11	24	47	14	13	47	16	2	2	11	7	14	22	32	0	18	29	2	47	31	18	14	20	0	1	73	60	7	60	18	14	10	11	11	2	32	57	10	7	115	88	7	7	75	7	16	41	38	31	20	132	241	2	8	47	0	7
OG1RFRS01040	1	2	3	2	2	3	3	3	2	17	2	1	2	2	2	3	4	2	1	2	2	2	38	1	1	2	6	1	1	2	2	1	1	3	1	3	1	2	4	3	4	1	3	3	2	2	2	2	2	3	3	2	2	3	3	2	3	1	2	3	1	1	6	2	2	2	2	1	3
OG1RFRS01045	56	29	140	290	57	54	8	6	2	118	2	63	10	22	42	8	12	72	14	2	2	88	6	47	19	290	0	36	0	125	42	139	16	8	56	34	1	74	12	6	12	16	8	140	10	10	2	29	57	9	6	55	93	6	6	77	6	14	37	8	28	56	98	2	2	7	0	18	76
OG1RFRS01050	18	26	10	26	169	9	9	7	2	82	2	49	11	21	33	9	13	33	15	2	2	11	7	15	20	26	65	17	25	89	33	25	17	9	18	10	1	58	13	7	13	17	9	10	11	11	2	26	44	10	7	43	14	7	7	3	7	15	30	9	25	18	32	2	2	8	33	19	32
OG1RFRS01055	18	9	10	9	47	45	9	7	2	82	2	40	9	91	54	9	12	54	14	2	2	9	7	40	20	9	0	16	82	100	54	28	16	9	18	31	1	63	49	7	49	16	9	10	9	9	2	9	47	10	7	46	72	7	7	64	7	14	33	9	28	18	77	2	2	8	54	19	36
OG1RFRS01060	52	31	11	31	53	10	10	8	2	96	2	64	12	22	40	10	14	40	16	2	2	12	8	47	20	31	64	18	96	113	40	30	50	10	52	0	1	72	14	8	14	50	10	11	12	12	2	31	53	11	8	51	86	8	8	73	8	16	38	10	30	52	89	2	2	76	40	202	8
OG1RFRS01215	9	25	9	25	42	9	9	26	2	93	2	51	59	19	19	9	12	19	5	2	2	106	7	37	17	25	7	14	79	98	19	9	46	9	9	28	1	63	12	7	12	46	9	9	10	10	2	25	42	9	219	41	67	26	7	49	26	5	30	9	9	9	74	2	2	8	19	16	83
OG1RFRS01220	96	41	11	30	53	51	10	8	7	21	7	63	73	22	43	10	14	43	15	7	2	85	8	77	20	30	0	17	132	124	43	11	0	10	11	0	1	75	14	8	14	0	10	11	12	49	7	30	53	11	8	52	88	8	8	34	8	15	39	10	11	96	0	265	7	9	43	19	105
OG1RFRS01225	9	25	9	25	8	8	8	7	6	79	6	46	10	19	16	8	12	16	13	6	1	10	7	35	17	25	0	14	14	83	16	9	14	8	9	0	1	1	41	7	41	14	8	0	10	37	6	25	8	9	7	81	0	7	7	15	7	13	31	8	0	9	63	1	6	8	100	16	70
OG1RFRS01230	10	25	10	25	9	42	9	8	7	79	7	8	9	21	33	9	12	33	14	7	2	9	8	38	19	25	23	16	10	86	97	13	23	9	10	0	1	31	0	8	0	23	9	10	9	9	7	25	9	10	8	185	63	8	8	28	8	14	30	9	13	10	68	56	7	9	33	18	50
OG1RFRS01235	10	20	0	20	33	9	9	6	7	67	7	6	11	16	25	9	2	25	11	7	2	11	6	28	15	20	0	2	10	70	25	76	2	9	10	2	1	41	2	6	2	2	9	0	75	11	7	20	33	10	6	54	50	6	6	116	6	11	0	9	10	10	0	2	7	8	25	2	59
